date,temperature
2016-02-10T14:10:16+00:00,3.24755578
2016-02-10T14:10:50+00:00,3.236830759
2016-02-10T14:11:07+00:00,3.236830759
2016-02-10T14:11:26+00:00,3.25828104
2016-02-10T14:11:45+00:00,3.25828104
2016-02-10T14:12:08+00:00,3.24755578
2016-02-10T14:12:36+00:00,3.236830759
2016-02-10T14:12:53+00:00,3.236830759
2016-02-10T14:13:08+00:00,3.236830759
2016-02-10T14:13:25+00:00,3.226105738
2016-02-10T14:13:49+00:00,3.226105738
2016-02-10T14:14:14+00:00,3.226105738
2016-02-10T14:14:44+00:00,3.215380478
2016-02-10T14:15:02+00:00,3.204655457
2016-02-10T14:15:22+00:00,3.215380478
2016-02-10T14:15:42+00:00,3.193930435
2016-02-10T14:16:04+00:00,3.183205414
2016-02-10T14:16:22+00:00,3.183205414
2016-02-10T14:16:38+00:00,3.193930435
2016-02-10T14:16:55+00:00,3.183205414
2016-02-10T14:17:23+00:00,3.172480154
2016-02-10T14:17:52+00:00,3.172480154
2016-02-10T14:18:10+00:00,3.161755133
2016-02-10T14:18:37+00:00,3.161755133
2016-02-10T14:18:58+00:00,3.183205414
2016-02-10T14:19:23+00:00,3.161755133
2016-02-10T14:19:44+00:00,3.161755133
2016-02-10T14:20:13+00:00,3.161755133
2016-02-10T14:20:34+00:00,3.172480154
2016-02-10T14:20:46+00:00,3.612209129
2016-02-10T14:21:02+00:00,4.738344479
2016-02-10T14:21:27+00:00,6.593786526
2016-02-10T14:22:05+00:00,8.620829868
2016-02-10T14:22:29+00:00,9.307236481
2016-02-10T14:22:52+00:00,10.06871777
2016-02-10T14:23:14+00:00,10.68004875
2016-02-10T14:23:39+00:00,11.25920372
2016-02-10T14:24:05+00:00,11.80618362
2016-02-10T14:24:31+00:00,12.29953842
2016-02-10T14:24:55+00:00,12.72854214
2016-02-10T14:25:24+00:00,13.21117191
2016-02-10T14:25:53+00:00,13.64017563
2016-02-10T14:26:23+00:00,14.05845432
2016-02-10T14:26:48+00:00,14.36948185
2016-02-10T14:27:13+00:00,14.68051033
2016-02-10T14:27:43+00:00,15.00226288
2016-02-10T14:28:01+00:00,15.17386417
2016-02-10T14:28:31+00:00,15.47416763
2016-02-10T14:28:49+00:00,15.65649395
2016-02-10T14:29:18+00:00,15.90317135
2016-02-10T14:29:42+00:00,16.09622269
2016-02-10T14:30:01+00:00,16.25709896
2016-02-10T14:30:29+00:00,16.43942623
2016-02-10T14:30:48+00:00,16.58957748
2016-02-10T14:31:10+00:00,16.75045376
2016-02-10T14:31:40+00:00,16.94350605
2016-02-10T14:32:11+00:00,17.12583141
2016-02-10T14:32:41+00:00,17.28670864
2016-02-10T14:33:06+00:00,17.43686085
2016-02-10T14:33:34+00:00,17.57628613
2016-02-10T14:33:55+00:00,17.69426327
2016-02-10T14:34:12+00:00,17.80151348
2016-02-10T14:34:43+00:00,17.94093876
2016-02-10T14:35:06+00:00,18.03746586
2016-02-10T14:35:30+00:00,18.15544109
2016-02-10T14:35:48+00:00,18.21979313
2016-02-10T14:36:15+00:00,18.3055933
2016-02-10T14:36:42+00:00,18.40211849
2016-02-10T14:37:02+00:00,18.47719364
2016-02-10T14:37:30+00:00,18.54154568
2016-02-10T14:37:48+00:00,18.59517078
2016-02-10T14:38:06+00:00,18.64879589
2016-02-10T14:38:24+00:00,18.68097095
2016-02-10T14:38:52+00:00,18.75604801
2016-02-10T14:39:15+00:00,18.82039814
2016-02-10T14:39:40+00:00,18.8525732
2016-02-10T14:40:10+00:00,18.91692333
2016-02-10T14:40:30+00:00,18.95982342
2016-02-10T14:40:57+00:00,19.0027235
2016-02-10T14:41:19+00:00,19.05635052
2016-02-10T14:41:37+00:00,19.06707554
2016-02-10T14:42:10+00:00,19.10997562
2016-02-10T14:42:32+00:00,19.15287571
2016-02-10T14:43:01+00:00,19.19577579
2016-02-10T14:43:28+00:00,19.22795086
2016-02-10T14:43:54+00:00,19.27085094
2016-02-10T14:44:19+00:00,19.29230289
2016-02-10T14:44:20+00:00,19.29230289
2016-02-10T14:44:38+00:00,19.33520298
2016-02-10T14:45:02+00:00,19.35665302
2016-02-10T14:45:31+00:00,19.38882809
2016-02-10T14:45:53+00:00,19.41027813
2016-02-10T14:46:17+00:00,19.43172817
2016-02-10T14:46:39+00:00,19.45317822
2016-02-10T14:47:06+00:00,19.47462826
2016-02-10T14:47:37+00:00,19.48535328
2016-02-10T14:47:55+00:00,19.51752834
2016-02-10T14:47:56+00:00,19.51752834
2016-02-10T14:48:14+00:00,19.50680332
2016-02-10T14:48:44+00:00,19.50680332
2016-02-10T14:49:06+00:00,19.50680332
2016-02-10T14:49:35+00:00,19.52825336
2016-02-10T14:49:53+00:00,19.52825336
2016-02-10T14:50:20+00:00,19.53897839
2016-02-10T14:50:48+00:00,19.54970341
2016-02-10T14:51:16+00:00,19.56043034
