date,temperature
2016-02-11T14:10:17+00:00,3.301181841
2016-02-11T14:10:42+00:00,3.311906862
2016-02-11T14:11:07+00:00,3.311906862
2016-02-11T14:11:27+00:00,3.311906862
2016-02-11T14:11:56+00:00,3.322632122
2016-02-11T14:12:19+00:00,3.311906862
2016-02-11T14:12:37+00:00,3.311906862
2016-02-11T14:13:07+00:00,3.311906862
2016-02-11T14:13:29+00:00,3.301181841
2016-02-11T14:13:53+00:00,3.301181841
2016-02-11T14:14:15+00:00,3.301181841
2016-02-11T14:14:39+00:00,3.27973156
2016-02-11T14:15:08+00:00,3.27973156
2016-02-11T14:15:37+00:00,3.269006538
2016-02-11T14:15:57+00:00,3.269006538
2016-02-11T14:16:16+00:00,3.269006538
2016-02-11T14:16:41+00:00,3.247556496
2016-02-11T14:17:08+00:00,3.247556496
2016-02-11T14:17:38+00:00,3.258281517
2016-02-11T14:18:05+00:00,3.236831236
2016-02-11T14:18:30+00:00,3.247556496
2016-02-11T14:18:53+00:00,3.236831236
2016-02-11T14:19:19+00:00,3.247556496
2016-02-11T14:19:42+00:00,3.236831236
2016-02-11T14:20:00+00:00,3.236831236
2016-02-11T14:20:31+00:00,3.236831236
2016-02-11T14:20:44+00:00,3.258281517
2016-02-11T14:21:02+00:00,3.258281517
2016-02-11T14:21:25+00:00,3.258281517
2016-02-11T14:21:45+00:00,3.258281517
2016-02-11T14:22:05+00:00,3.247556496
2016-02-11T14:22:33+00:00,3.247556496
2016-02-11T14:22:51+00:00,3.247556496
2016-02-11T14:23:17+00:00,3.226106215
2016-02-11T14:23:35+00:00,3.226106215
2016-02-11T14:24:04+00:00,3.215381193
2016-02-11T14:24:33+00:00,3.204655933
2016-02-11T14:24:55+00:00,3.204655933
2016-02-11T14:25:22+00:00,3.204655933
2016-02-11T14:25:50+00:00,3.183205891
2016-02-11T14:26:18+00:00,3.172480631
2016-02-11T14:26:39+00:00,3.16175561
2016-02-11T14:27:02+00:00,3.16175561
2016-02-11T14:27:28+00:00,3.151030588
2016-02-11T14:27:57+00:00,3.151030588
2016-02-11T14:28:22+00:00,3.151030588
2016-02-11T14:28:40+00:00,3.140305328
2016-02-11T14:29:00+00:00,3.151030588
2016-02-11T14:29:21+00:00,3.151030588
2016-02-11T14:29:40+00:00,3.16175561
2016-02-11T14:30:57+00:00,3.183205891
2016-02-11T14:31:23+00:00,3.183205891
2016-02-11T14:31:27+00:00,3.151030588
2016-02-11T14:31:34+00:00,3.172480631
2016-02-11T14:31:48+00:00,3.193930912
2016-02-11T14:32:14+00:00,3.172480631
2016-02-11T14:32:39+00:00,3.172480631
2016-02-11T14:33:05+00:00,3.172480631
2016-02-11T14:33:30+00:00,3.16175561
2016-02-11T14:33:56+00:00,3.129580307
2016-02-11T14:34:22+00:00,3.129580307
2016-02-11T14:34:47+00:00,3.129580307
2016-02-11T14:35:13+00:00,3.140305328
2016-02-11T14:35:38+00:00,3.129580307
2016-02-11T14:36:04+00:00,3.140305328
2016-02-11T14:36:30+00:00,3.151030588
2016-02-11T14:36:55+00:00,3.16175561
2016-02-11T14:37:21+00:00,3.172480631
2016-02-11T14:37:46+00:00,3.172480631
2016-02-11T14:38:12+00:00,3.204655933
2016-02-11T14:38:38+00:00,3.193930912
2016-02-11T14:39:03+00:00,3.226106215
2016-02-11T14:39:29+00:00,3.236831236
2016-02-11T14:39:54+00:00,3.247556496
2016-02-11T14:40:20+00:00,3.258281517
2016-02-11T14:40:45+00:00,3.258281517
2016-02-11T14:42:40+00:00,3.269006538
2016-02-11T14:42:57+00:00,3.258281517
2016-02-11T14:43:18+00:00,3.27973156
2016-02-11T14:43:37+00:00,3.247556496
2016-02-11T14:43:50+00:00,3.236831236
2016-02-11T14:44:06+00:00,3.226106215
2016-02-11T14:44:28+00:00,3.215381193
2016-02-11T14:44:57+00:00,3.204655933
2016-02-11T14:45:27+00:00,3.193930912
2016-02-11T14:45:40+00:00,3.193930912
2016-02-11T14:45:51+00:00,3.204655933
2016-02-11T14:46:13+00:00,3.193930912
2016-02-11T14:46:34+00:00,3.193930912
2016-02-11T14:46:56+00:00,3.183205891
2016-02-11T14:47:26+00:00,3.172480631
2016-02-11T14:47:52+00:00,3.193930912
2016-02-11T14:48:10+00:00,3.183205891
2016-02-11T14:48:36+00:00,3.183205891
2016-02-11T14:49:03+00:00,3.193930912
2016-02-11T14:49:33+00:00,3.183205891
2016-02-11T14:49:55+00:00,3.204655933
2016-02-11T14:50:18+00:00,3.204655933
2016-02-11T14:50:43+00:00,3.215381193
2016-02-11T14:51:09+00:00,3.215381193
2016-02-11T14:51:32+00:00,3.215381193
2016-02-11T14:51:57+00:00,3.193930912
2016-02-11T14:52:27+00:00,3.193930912
2016-02-11T14:52:52+00:00,3.193930912
2016-02-11T14:53:21+00:00,3.172480631
2016-02-11T14:53:48+00:00,3.151030588
2016-02-11T14:54:17+00:00,3.16175561
2016-02-11T14:54:35+00:00,3.140305328
2016-02-11T14:54:54+00:00,3.140305328
2016-02-11T14:55:22+00:00,3.140305328
2016-02-11T14:55:49+00:00,3.140305328
2016-02-11T14:56:18+00:00,3.151030588
2016-02-11T14:56:41+00:00,3.129580307
2016-02-11T14:57:01+00:00,3.151030588
2016-02-11T14:57:25+00:00,3.151030588
2016-02-11T14:57:55+00:00,3.151030588
2016-02-11T14:58:22+00:00,3.151030588
2016-02-11T14:58:50+00:00,3.16175561
2016-02-11T14:59:15+00:00,3.16175561
2016-02-11T14:59:40+00:00,3.183205891
2016-02-11T15:00:07+00:00,3.183205891
2016-02-11T15:00:36+00:00,3.172480631
2016-02-11T15:01:02+00:00,3.16175561
2016-02-11T15:01:28+00:00,3.172480631
2016-02-11T15:01:57+00:00,3.151030588
2016-02-11T15:02:25+00:00,3.140305328
2016-02-11T15:02:46+00:00,3.129580307
2016-02-11T15:03:08+00:00,3.129580307
2016-02-11T15:03:32+00:00,3.108130026
2016-02-11T15:03:50+00:00,3.118855286
2016-02-11T15:04:14+00:00,3.108130026
2016-02-11T15:04:40+00:00,3.108130026
2016-02-11T15:05:06+00:00,3.108130026
2016-02-11T15:05:29+00:00,3.108130026
2016-02-11T15:05:57+00:00,3.118855286
2016-02-11T15:06:24+00:00,3.108130026
2016-02-11T15:06:43+00:00,3.118855286
2016-02-11T15:07:10+00:00,3.118855286
2016-02-11T15:07:39+00:00,3.108130026
2016-02-11T15:07:55+00:00,3.118855286
2016-02-11T15:08:10+00:00,3.118855286
