date,temperature
2016-02-11T14:10:57+00:00,2.818552065
2016-02-11T14:11:23+00:00,2.840002108
2016-02-11T14:11:37+00:00,2.850727367
2016-02-11T14:12:02+00:00,2.87217741
2016-02-11T14:12:33+00:00,2.861452389
2016-02-11T14:13:04+00:00,2.861452389
2016-02-11T14:13:33+00:00,2.861452389
2016-02-11T14:14:04+00:00,2.850727367
2016-02-11T14:14:36+00:00,2.850727367
2016-02-11T14:15:06+00:00,2.829277086
2016-02-11T14:15:36+00:00,2.840002108
2016-02-11T14:16:05+00:00,2.840002108
2016-02-11T14:16:34+00:00,2.840002108
2016-02-11T14:17:06+00:00,2.829277086
2016-02-11T14:17:36+00:00,2.829277086
2016-02-11T14:18:06+00:00,2.829277086
2016-02-11T14:18:36+00:00,2.840002108
2016-02-11T14:19:07+00:00,2.829277086
2016-02-11T14:19:34+00:00,2.840002108
2016-02-11T14:20:05+00:00,2.850727367
2016-02-11T14:20:36+00:00,2.850727367
2016-02-11T14:21:07+00:00,2.850727367
2016-02-11T14:21:36+00:00,2.850727367
2016-02-11T14:22:07+00:00,2.850727367
2016-02-11T14:22:37+00:00,2.861452389
2016-02-11T14:23:05+00:00,2.840002108
2016-02-11T14:23:30+00:00,2.829277086
2016-02-11T14:23:57+00:00,2.840002108
2016-02-11T14:24:26+00:00,2.807826805
2016-02-11T14:24:57+00:00,2.797101784
2016-02-11T14:25:23+00:00,2.807826805
2016-02-11T14:25:46+00:00,2.797101784
2016-02-11T14:26:15+00:00,2.797101784
2016-02-11T14:26:44+00:00,2.775651741
2016-02-11T14:27:13+00:00,2.775651741
2016-02-11T14:27:42+00:00,2.786376762
2016-02-11T14:28:11+00:00,2.797101784
2016-02-11T14:28:37+00:00,2.904352713
2016-02-11T14:28:52+00:00,3.751635599
2016-02-11T14:29:19+00:00,5.918105412
2016-02-11T14:29:37+00:00,6.679587173
2016-02-11T14:30:21+00:00,8.256176758
2016-02-11T14:31:17+00:00,12.07431107
2016-02-11T14:31:44+00:00,12.27808838
2016-02-11T14:32:12+00:00,12.54621582
2016-02-11T14:32:40+00:00,12.99666958
2016-02-11T14:33:07+00:00,13.40422325
2016-02-11T14:33:35+00:00,13.81177692
2016-02-11T14:34:03+00:00,14.34803181
2016-02-11T14:34:30+00:00,14.59470921
2016-02-11T14:34:58+00:00,14.89501171
2016-02-11T14:35:25+00:00,15.2596653
2016-02-11T14:35:53+00:00,15.60286884
2016-02-11T14:36:21+00:00,15.87099628
2016-02-11T14:36:48+00:00,16.06404762
2016-02-11T14:37:16+00:00,16.24637394
2016-02-11T14:37:44+00:00,16.5466774
2016-02-11T14:38:11+00:00,16.82552986
2016-02-11T14:38:39+00:00,17.07220726
2016-02-11T14:39:07+00:00,17.20090752
2016-02-11T14:39:34+00:00,17.44758492
2016-02-11T15:05:11+00:00,21.16919403
2016-02-11T15:05:26+00:00,21.17991905
2016-02-11T15:05:50+00:00,21.19064407
2016-02-11T15:06:16+00:00,21.19064407
2016-02-11T15:06:46+00:00,21.20136909
2016-02-11T15:07:17+00:00,21.21209412
2016-02-11T15:07:44+00:00,21.21209412
2016-02-11T15:08:13+00:00,21.21209412
2016-02-11T15:08:37+00:00,21.21209412
2016-02-11T15:09:07+00:00,21.23354416
2016-02-11T15:09:32+00:00,21.23354416
2016-02-11T15:09:46+00:00,21.24426918
2016-02-11T15:10:02+00:00,21.24426918
2016-02-11T15:10:21+00:00,21.24426918
2016-02-11T15:10:48+00:00,21.2549942
2016-02-11T15:11:21+00:00,21.24426918
2016-02-11T15:11:49+00:00,21.2549942
2016-02-11T15:12:12+00:00,21.26571922
2016-02-11T15:12:32+00:00,21.27644424
2016-02-11T15:12:57+00:00,21.27644424
2016-02-11T15:13:27+00:00,21.27644424
2016-02-11T15:13:46+00:00,21.27644424
2016-02-11T15:14:15+00:00,21.28716927
2016-02-11T15:14:30+00:00,21.27644424
